truckid,driverid,event,latitude,longitude,city,state,velocity,event_ind,idling_ind
T89,D89,normal,36.977173,-121.899402,Aptos,California,17,0,0
T71,D71,normal,38.440467,-122.714431,Santa Rosa,California,67,0,0
T24,D24,normal,34.106676,-117.806726,San Dimas,California,31,0,0
T34,D34,overspeed,34.500831,-117.185876,Apple Valley,California,88,1,0
T6,D6,normal,33.19587,-117.379483,Oceanside,California,34,0,0
T52,D52,normal,32.811161,-115.380264,Holtville,California,25,0,0
T38,D38,normal,33.663357,-116.310009,La Quinta,California,41,0,0
T4,D4,normal,38.440467,-122.714431,Santa Rosa,California,44,0,0
T10,D10,normal,34.354166,-119.059271,Santa Paula,California,0,0,1
T46,D46,normal,39.409608,-123.355566,Willits,California,26,0,0
T93,D93,normal,37.968812,-121.668008,Knightsen,California,66,0,0
T86,D86,normal,38.130197,-121.272447,Lodi,California,60,0,0
T64,D64,normal,34.354166,-119.059271,Santa Paula,California,73,0,0
T25,D25,normal,38.752124,-121.288006,Roseville,California,61,0,0
T50,D50,normal,38.440467,-122.714431,Santa Rosa,California,21,0,0
T2,D2,normal,37.441883,-122.143019,Palo Alto,California,69,0,0
T54,D54,normal,34.953034,-120.435719,Santa Maria,California,0,0,1
T13,D13,normal,38.440467,-122.714431,Santa Rosa,California,20,0,0
T77,D77,normal,36.746842,-119.772587,Fresno,California,73,0,0
T24,D24,normal,34.106676,-117.806726,San Dimas,California,31,0,0
T100,D100,normal,34.500831,-117.185876,Apple Valley,California,27,0,0
T82,D82,normal,41.526509,-124.038407,Klamath,California,54,0,0
T50,D50,normal,38.40765,-122.947713,Occidental,California,23,0,0
T78,D78,normal,34.579434,-118.116461,Palmdale,California,38,0,0
T28,D28,normal,38.297538,-122.286865,Napa,California,53,0,0
T25,D25,normal,38.752124,-121.288006,Roseville,California,75,0,0
T21,D21,normal,32.61768,-116.187424,Jacumba,California,64,0,0
T92,D92,normal,38.440467,-122.714431,Santa Rosa,California,38,0,0
T57,D57,normal,40.563763,-122.238892,Palo Cedro,California,62,0,0
T91,D91,normal,34.354166,-119.059271,Santa Paula,California,74,0,0
T1,D1,normal,38.716687,-121.364422,Antelope,California,54,0,0
T25,D25,normal,33.683947,-117.794694,Irvine,California,29,0,0
T23,D23,normal,36.746842,-119.772587,Fresno,California,22,0,0
T22,D22,normal,38.440467,-122.714431,Santa Rosa,California,31,0,0
T12,D12,normal,39.409608,-123.355566,Willits,California,0,0,1
T13,D13,normal,41.526509,-124.038407,Klamath,California,46,0,0
T97,D97,normal,36.852455,-121.401602,Hollister,California,62,0,0
T27,D27,normal,34.136119,-117.865339,Glendora,California,51,0,0
T89,D89,normal,37.968812,-121.668008,Knightsen,California,19,0,0
T79,D79,normal,34.106676,-117.806726,San Dimas,California,0,0,1
T93,D93,normal,37.962146,-122.345526,San Pablo,California,18,0,0
T61,D61,normal,34.500831,-117.185876,Apple Valley,California,37,0,0
T16,D16,normal,39.409608,-123.355566,Willits,California,58,0,0
T69,D69,normal,32.715329,-117.157255,San Diego,California,43,0,0
T59,D59,normal,38.716687,-121.364422,Antelope,California,48,0,0
T43,D43,normal,39.017396,-122.057748,Arbuckle,California,31,0,0
T62,D62,normal,39.017396,-122.057748,Arbuckle,California,16,0,0
T8,D8,normal,38.440467,-122.714431,Santa Rosa,California,46,0,0
T80,D80,normal,34.500831,-117.185876,Apple Valley,California,64,0,0
T19,D19,normal,37.484938,-119.966284,Mariposa,California,70,0,0
T9,D9,normal,34.579434,-118.116461,Palmdale,California,70,0,0
T46,D46,normal,35.373292,-119.018712,Bakersfield,California,0,0,1
T7,D7,normal,38.019366,-122.134132,Martinez,California,48,0,0
T92,D92,normal,38.799703,-121.720574,Knights Landing,California,34,0,0
T13,D13,normal,34.579434,-118.116461,Palmdale,California,69,0,0
T48,D48,normal,38.752124,-121.288006,Roseville,California,48,0,0
T56,D56,normal,34.500831,-117.185876,Apple Valley,California,19,0,0
T49,D49,normal,39.409608,-123.355566,Willits,California,0,0,1
T38,D38,normal,38.440467,-122.714431,Santa Rosa,California,19,0,0
T9,D9,normal,34.579434,-118.116461,Palmdale,California,72,0,0
T48,D48,normal,38.36408,-122.524149,Glen Ellen,California,22,0,0
T3,D3,normal,40.563763,-122.238892,Palo Cedro,California,22,0,0
T20,D20,normal,37.968812,-121.668008,Knightsen,California,75,0,0
T84,D84,normal,36.977173,-121.899402,Aptos,California,27,0,0
T68,D68,normal,37.957702,-121.29078,Stockton,California,16,0,0
T48,D48,normal,38.36408,-122.524149,Glen Ellen,California,16,0,0
T10,D10,normal,39.409608,-123.355566,Willits,California,41,0,0
T39,D39,normal,37.639097,-120.996878,Modesto,California,27,0,0
T75,D75,normal,38.805462,-123.017223,Cloverdale,California,69,0,0
T78,D78,normal,38.130197,-121.272447,Lodi,California,0,0,1
T43,D43,normal,37.639097,-120.996878,Modesto,California,54,0,0
T91,D91,normal,34.500831,-117.185876,Apple Valley,California,73,0,0
T76,D76,normal,38.440467,-122.714431,Santa Rosa,California,33,0,0
T86,D86,normal,38.716687,-121.364422,Antelope,California,69,0,0
T23,D23,normal,36.977173,-121.899402,Aptos,California,68,0,0
T43,D43,normal,35.098865,-120.612393,Oceano,California,68,0,0
T2,D2,normal,34.106676,-117.806726,San Dimas,California,22,0,0
T6,D6,normal,38.805462,-123.017223,Cloverdale,California,32,0,0
T75,D75,normal,36.471865,-6.196595,San Fernando,California,48,0,0
T59,D59,normal,34.579434,-118.116461,Palmdale,California,55,0,0
T63,D63,normal,38.716687,-121.364422,Antelope,California,0,0,1
T14,D14,normal,39.409608,-123.355566,Willits,California,39,0,0
T80,D80,normal,38.161861,-121.611621,Isleton,California,54,0,0
T78,D78,normal,33.846404,-118.046731,La Palma,California,0,0,1
T92,D92,overspeed,38.799703,-121.720574,Knights Landing,California,54,1,0
T72,D72,normal,37.957702,-121.29078,Stockton,California,46,0,0
T29,D29,normal,33.19587,-117.379483,Oceanside,California,0,0,1
T86,D86,normal,34.579434,-118.116461,Palmdale,California,22,0,0
T30,D30,normal,38.440467,-122.714431,Santa Rosa,California,37,0,0
T41,D41,normal,34.500831,-117.185876,Apple Valley,California,58,0,0
T1,D1,normal,34.106676,-117.806726,San Dimas,California,69,0,0
T75,D75,normal,36.471865,-6.196595,San Fernando,California,42,0,0
T28,D28,normal,38.297538,-122.286865,Napa,California,63,0,0
T23,D23,normal,36.746842,-119.772587,Fresno,California,0,0,1
T15,D15,normal,38.440467,-122.714431,Santa Rosa,California,31,0,0
T57,D57,normal,38.161861,-121.611621,Isleton,California,56,0,0
T96,D96,normal,34.500831,-117.185876,Apple Valley,California,62,0,0
T93,D93,normal,36.852455,-121.401602,Hollister,California,33,0,0
T23,D23,normal,34.500831,-117.185876,Apple Valley,California,0,0,1
T31,D31,normal,39.145725,-121.591355,Marysville,California,29,0,0
T9,D9,normal,39.409608,-123.355566,Willits,California,37,0,0
T13,D13,normal,41.526509,-124.038407,Klamath,California,68,0,0
T95,D95,overspeed,33.743076,-117.109197,Homeland,California,0,1,1
T17,D17,normal,41.526509,-124.038407,Klamath,California,0,0,1
T65,D65,normal,32.715329,-117.157255,San Diego,California,28,0,0
T27,D27,normal,37.77493,-122.419416,San Francisco,California,45,0,0
T86,D86,normal,38.716687,-121.364422,Antelope,California,28,0,0
T90,D90,overspeed,37.957702,-121.29078,Stockton,California,55,1,0
T36,D36,normal,34.579434,-118.116461,Palmdale,California,61,0,0
T68,D68,normal,38.161861,-121.611621,Isleton,California,0,0,1
T1,D1,normal,34.106676,-117.806726,San Dimas,California,19,0,0
T40,D40,normal,37.957702,-121.29078,Stockton,California,0,0,1
T82,D82,normal,38.130197,-121.272447,Lodi,California,64,0,0
T91,D91,normal,34.354166,-119.059271,Santa Paula,California,45,0,0
T4,D4,normal,39.409608,-123.355566,Willits,California,18,0,0
T39,D39,normal,38.440467,-122.714431,Santa Rosa,California,31,0,0
T53,D53,normal,33.743076,-117.109197,Homeland,California,60,0,0
T89,D89,overspeed,38.716687,-121.364422,Antelope,California,53,1,0
T98,D98,overspeed,33.19587,-117.379483,Oceanside,California,55,1,0
T12,D12,normal,38.440467,-122.714431,Santa Rosa,California,62,0,0
T86,D86,normal,38.716687,-121.364422,Antelope,California,27,0,0
T96,D96,normal,36.746842,-119.772587,Fresno,California,55,0,0
T73,D73,normal,37.484938,-119.966284,Mariposa,California,41,0,0
T48,D48,normal,32.811161,-115.380264,Holtville,California,49,0,0
T36,D36,normal,38.716687,-121.364422,Antelope,California,75,0,0
T21,D21,normal,38.752124,-121.288006,Roseville,California,75,0,0
T60,D60,normal,34.435829,-119.827639,Goleta,California,31,0,0
T91,D91,normal,38.161861,-121.611621,Isleton,California,43,0,0
T78,D78,normal,32.715329,-117.157255,San Diego,California,50,0,0
T19,D19,normal,38.440467,-122.714431,Santa Rosa,California,27,0,0
T52,D52,normal,33.683947,-117.794694,Irvine,California,43,0,0
T17,D17,normal,38.716687,-121.364422,Antelope,California,42,0,0
T89,D89,normal,37.968812,-121.668008,Knightsen,California,24,0,0
T86,D86,normal,34.579434,-118.116461,Palmdale,California,68,0,0
T44,D44,normal,37.957702,-121.29078,Stockton,California,32,0,0
T52,D52,overspeed,38.36408,-122.524149,Glen Ellen,California,68,1,0
T50,D50,normal,38.440467,-122.714431,Santa Rosa,California,73,0,0
T96,D96,normal,37.484938,-119.966284,Mariposa,California,41,0,0
T23,D23,overspeed,37.484938,-119.966284,Mariposa,California,45,1,0
T92,D92,normal,36.977173,-121.899402,Aptos,California,41,0,0
T18,D18,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
T45,D45,normal,34.500831,-117.185876,Apple Valley,California,0,0,1
T41,D41,normal,34.500831,-117.185876,Apple Valley,California,58,0,0
T77,D77,normal,36.746842,-119.772587,Fresno,California,75,0,0
T79,D79,normal,33.683947,-117.794694,Irvine,California,53,0,0
T61,D61,normal,38.799703,-121.720574,Knights Landing,California,63,0,0
T55,D55,normal,38.130197,-121.272447,Lodi,California,57,0,0
T71,D71,normal,32.811161,-115.380264,Holtville,California,0,0,1
T29,D29,normal,38.805462,-123.017223,Cloverdale,California,16,0,0
T44,D44,normal,38.440467,-122.714431,Santa Rosa,California,58,0,0
T72,D72,normal,37.77493,-122.419416,San Francisco,California,45,0,0
T99,D99,normal,39.150171,-123.207783,Ukiah,California,40,0,0
T15,D15,normal,38.40765,-122.947713,Occidental,California,0,0,1
T89,D89,normal,37.639097,-120.996878,Modesto,California,23,0,0
T33,D33,normal,39.409608,-123.355566,Willits,California,57,0,0
T47,D47,normal,37.639097,-120.996878,Modesto,California,66,0,0
T63,D63,normal,41.526509,-124.038407,Klamath,California,18,0,0
T84,D84,normal,36.471865,-6.196595,San Fernando,California,35,0,0
T36,D36,normal,37.957702,-121.29078,Stockton,California,18,0,0
T23,D23,normal,36.746842,-119.772587,Fresno,California,0,0,1
T64,D64,normal,38.440467,-122.714431,Santa Rosa,California,73,0,0
T96,D96,normal,35.373292,-119.018712,Bakersfield,California,42,0,0
T81,D81,normal,37.77493,-122.419416,San Francisco,California,19,0,0
T66,D66,normal,38.440467,-122.714431,Santa Rosa,California,42,0,0
T68,D68,normal,34.354166,-119.059271,Santa Paula,California,0,0,1
T52,D52,normal,38.752124,-121.288006,Roseville,California,24,0,0
T29,D29,normal,34.020011,-117.949508,La Puente,California,63,0,0
T38,D38,normal,38.799703,-121.720574,Knights Landing,California,42,0,0
T71,D71,normal,37.957702,-121.29078,Stockton,California,27,0,0
T86,D86,normal,33.846404,-118.046731,La Palma,California,0,0,1
T32,D32,normal,37.005782,-121.568275,Gilroy,California,0,0,1
T15,D15,normal,36.977173,-121.899402,Aptos,California,60,0,0
T89,D89,normal,37.962146,-122.345526,San Pablo,California,27,0,0
T96,D96,normal,32.715329,-117.157255,San Diego,California,68,0,0
T80,D80,normal,38.440467,-122.714431,Santa Rosa,California,24,0,0
T20,D20,overspeed,37.968812,-121.668008,Knightsen,California,28,1,0
T54,D54,normal,38.440467,-122.714431,Santa Rosa,California,75,0,0
T88,D88,normal,36.977173,-121.899402,Aptos,California,42,0,0
T13,D13,normal,41.526509,-124.038407,Klamath,California,55,0,0
T56,D56,normal,37.941325,-122.484704,San Quentin,California,26,0,0
T21,D21,normal,36.471865,-6.196595,San Fernando,California,29,0,0
T34,D34,normal,38.440467,-122.714431,Santa Rosa,California,36,0,0
T3,D3,normal,36.471865,-6.196595,San Fernando,California,0,0,1
T83,D83,normal,34.354166,-119.059271,Santa Paula,California,31,0,0
T24,D24,normal,38.693723,-119.779683,Markleeville,California,60,0,0
T4,D4,normal,37.962146,-122.345526,San Pablo,California,0,0,1
T44,D44,normal,39.409608,-123.355566,Willits,California,34,0,0
T43,D43,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
T2,D2,normal,38.36408,-122.524149,Glen Ellen,California,38,0,0
T69,D69,normal,38.440467,-122.714431,Santa Rosa,California,69,0,0
T23,D23,normal,34.136119,-117.865339,Glendora,California,17,0,0
T30,D30,normal,36.471865,-6.196595,San Fernando,California,0,0,1
T82,D82,normal,38.693723,-119.779683,Markleeville,California,66,0,0
T32,D32,normal,37.957702,-121.29078,Stockton,California,19,0,0
T69,D69,normal,38.440467,-122.714431,Santa Rosa,California,59,0,0
T1,D1,normal,37.639097,-120.996878,Modesto,California,55,0,0
T50,D50,normal,35.373292,-119.018712,Bakersfield,California,40,0,0
T92,D92,normal,32.715329,-117.157255,San Diego,California,47,0,0
T79,D79,normal,37.957702,-121.29078,Stockton,California,52,0,0
T100,D100,normal,37.962146,-122.345526,San Pablo,California,21,0,0
T37,D37,normal,39.409608,-123.355566,Willits,California,0,0,1
T40,D40,normal,37.957702,-121.29078,Stockton,California,52,0,0
T23,D23,normal,39.409608,-123.355566,Willits,California,0,0,1
T71,D71,normal,38.752124,-121.288006,Roseville,California,16,0,0
T8,D8,overspeed,37.968812,-121.668008,Knightsen,California,74,1,0
T94,D94,normal,38.716687,-121.364422,Antelope,California,43,0,0
T16,D16,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
T22,D22,normal,33.743076,-117.109197,Homeland,California,0,0,1
T19,D19,normal,34.500831,-117.185876,Apple Valley,California,55,0,0
T94,D94,normal,39.409608,-123.355566,Willits,California,56,0,0
T89,D89,normal,34.953034,-120.435719,Santa Maria,California,42,0,0
T52,D52,normal,38.805462,-123.017223,Cloverdale,California,16,0,0
T31,D31,normal,39.409608,-123.355566,Willits,California,51,0,0
T66,D66,normal,38.440467,-122.714431,Santa Rosa,California,46,0,0
T78,D78,normal,38.297538,-122.286865,Napa,California,40,0,0
T56,D56,normal,34.106676,-117.806726,San Dimas,California,0,0,1
T9,D9,normal,39.409608,-123.355566,Willits,California,39,0,0
T94,D94,normal,33.19587,-117.379483,Oceanside,California,62,0,0
T60,D60,normal,37.957702,-121.29078,Stockton,California,16,0,0
T41,D41,normal,34.500831,-117.185876,Apple Valley,California,56,0,0
T80,D80,normal,38.440467,-122.714431,Santa Rosa,California,36,0,0
T94,D94,normal,38.440467,-122.714431,Santa Rosa,California,28,0,0
T9,D9,normal,34.579434,-118.116461,Palmdale,California,32,0,0
T84,D84,normal,38.440467,-122.714431,Santa Rosa,California,64,0,0
T8,D8,normal,39.409608,-123.355566,Willits,California,55,0,0
T37,D37,overspeed,34.500831,-117.185876,Apple Valley,California,21,1,0
T81,D81,normal,35.373292,-119.018712,Bakersfield,California,0,0,1
T54,D54,normal,36.746842,-119.772587,Fresno,California,65,0,0
T40,D40,normal,32.811161,-115.380264,Holtville,California,19,0,0
T13,D13,normal,37.957702,-121.29078,Stockton,California,0,0,1
T23,D23,normal,34.500831,-117.185876,Apple Valley,California,67,0,0
T59,D59,normal,33.683947,-117.794694,Irvine,California,48,0,0
T18,D18,normal,40.58654,-122.391675,Redding,California,15,0,0
T38,D38,normal,35.373292,-119.018712,Bakersfield,California,25,0,0
T12,D12,normal,38.716687,-121.364422,Antelope,California,48,0,0
T21,D21,normal,39.409608,-123.355566,Willits,California,22,0,0
T41,D41,overspeed,38.440467,-122.714431,Santa Rosa,California,45,1,0
T76,D76,overspeed,34.44805,-119.242889,Ojai,California,53,1,0
T34,D34,normal,39.409608,-123.355566,Willits,California,45,0,0
T50,D50,normal,36.746842,-119.772587,Fresno,California,34,0,0
T19,D19,normal,32.715329,-117.157255,San Diego,California,62,0,0
T56,D56,overspeed,38.36408,-122.524149,Glen Ellen,California,41,1,0
T7,D7,normal,38.440467,-122.714431,Santa Rosa,California,34,0,0
T17,D17,normal,32.61768,-116.187424,Jacumba,California,15,0,0
T41,D41,normal,34.500831,-117.185876,Apple Valley,California,52,0,0
T53,D53,overspeed,34.500831,-117.185876,Apple Valley,California,28,1,0
T59,D59,normal,33.846404,-118.046731,La Palma,California,0,0,1
T68,D68,normal,37.77493,-122.419416,San Francisco,California,60,0,0
T59,D59,normal,34.579434,-118.116461,Palmdale,California,64,0,0
T18,D18,normal,37.77493,-122.419416,San Francisco,California,0,0,1
T83,D83,normal,32.61768,-116.187424,Jacumba,California,22,0,0
T13,D13,normal,37.957702,-121.29078,Stockton,California,47,0,0
T24,D24,normal,38.440467,-122.714431,Santa Rosa,California,55,0,0
T38,D38,normal,40.563763,-122.238892,Palo Cedro,California,62,0,0
T43,D43,normal,39.409608,-123.355566,Willits,California,27,0,0
T94,D94,normal,33.19587,-117.379483,Oceanside,California,0,0,1
T70,D70,normal,38.716687,-121.364422,Antelope,California,0,0,1
T68,D68,normal,34.500831,-117.185876,Apple Valley,California,64,0,0
T17,D17,normal,32.811161,-115.380264,Holtville,California,0,0,1
T38,D38,normal,38.440467,-122.714431,Santa Rosa,California,40,0,0
T54,D54,normal,35.373292,-119.018712,Bakersfield,California,70,0,0
T13,D13,normal,32.61768,-116.187424,Jacumba,California,70,0,0
T74,D74,normal,36.852455,-121.401602,Hollister,California,0,0,1
T53,D53,overspeed,38.161861,-121.611621,Isleton,California,31,1,0
T24,D24,normal,37.005782,-121.568275,Gilroy,California,43,0,0
T58,D58,normal,34.953034,-120.435719,Santa Maria,California,16,0,0
T72,D72,normal,37.77493,-122.419416,San Francisco,California,0,0,1
T77,D77,normal,36.746842,-119.772587,Fresno,California,27,0,0
T97,D97,overspeed,38.130197,-121.272447,Lodi,California,45,1,0
T26,D26,normal,34.500831,-117.185876,Apple Valley,California,0,0,1
T75,D75,normal,33.683947,-117.794694,Irvine,California,46,0,0
T88,D88,normal,34.500831,-117.185876,Apple Valley,California,54,0,0
T33,D33,normal,40.761243,-123.994778,Kneeland,California,38,0,0
T56,D56,normal,38.161861,-121.611621,Isleton,California,71,0,0
T3,D3,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
T63,D63,normal,37.957702,-121.29078,Stockton,California,0,0,1
T19,D19,normal,38.440467,-122.714431,Santa Rosa,California,53,0,0
T61,D61,normal,36.471865,-6.196595,San Fernando,California,42,0,0
T97,D97,normal,39.017396,-122.057748,Arbuckle,California,0,0,1
T53,D53,normal,38.161861,-121.611621,Isleton,California,0,0,1
T69,D69,normal,34.500831,-117.185876,Apple Valley,California,39,0,0
T79,D79,normal,34.435829,-119.827639,Goleta,California,51,0,0
T93,D93,normal,39.017396,-122.057748,Arbuckle,California,0,0,1
T66,D66,normal,38.716687,-121.364422,Antelope,California,73,0,0
T11,D11,normal,40.563763,-122.238892,Palo Cedro,California,19,0,0
T88,D88,normal,38.440467,-122.714431,Santa Rosa,California,21,0,0
T15,D15,normal,35.373292,-119.018712,Bakersfield,California,60,0,0
T52,D52,normal,34.435829,-119.827639,Goleta,California,0,0,1
T25,D25,normal,39.017396,-122.057748,Arbuckle,California,39,0,0
T44,D44,normal,33.683947,-117.794694,Irvine,California,0,0,1
T79,D79,normal,34.435829,-119.827639,Goleta,California,75,0,0
T92,D92,normal,39.409608,-123.355566,Willits,California,44,0,0
T55,D55,normal,41.526509,-124.038407,Klamath,California,55,0,0
T95,D95,overspeed,38.440467,-122.714431,Santa Rosa,California,41,1,0
T46,D46,normal,36.977173,-121.899402,Aptos,California,23,0,0
T9,D9,normal,34.579434,-118.116461,Palmdale,California,0,0,1
T63,D63,normal,38.130197,-121.272447,Lodi,California,36,0,0
T26,D26,normal,38.019366,-122.134132,Martinez,California,37,0,0
T48,D48,normal,33.683947,-117.794694,Irvine,California,66,0,0
T81,D81,normal,38.440467,-122.714431,Santa Rosa,California,16,0,0
T83,D83,normal,34.354166,-119.059271,Santa Paula,California,0,0,1
T44,D44,normal,39.409608,-123.355566,Willits,California,17,0,0
T51,D51,normal,38.297538,-122.286865,Napa,California,17,0,0
T90,D90,normal,38.440467,-122.714431,Santa Rosa,California,75,0,0
T92,D92,normal,32.715329,-117.157255,San Diego,California,74,0,0
T56,D56,normal,34.435829,-119.827639,Goleta,California,0,0,1
T56,D56,normal,37.441883,-122.143019,Palo Alto,California,67,0,0
T13,D13,normal,34.579434,-118.116461,Palmdale,California,45,0,0
T9,D9,normal,39.409608,-123.355566,Willits,California,64,0,0
T83,D83,normal,34.106676,-117.806726,San Dimas,California,37,0,0
T4,D4,normal,37.962146,-122.345526,San Pablo,California,70,0,0
T27,D27,normal,35.373292,-119.018712,Bakersfield,California,35,0,0
T69,D69,normal,36.977173,-121.899402,Aptos,California,0,0,1
T91,D91,normal,33.846404,-118.046731,La Palma,California,0,0,1
T87,D87,normal,37.941325,-122.484704,San Quentin,California,0,0,1
T46,D46,normal,39.409608,-123.355566,Willits,California,37,0,0
T87,D87,normal,34.020011,-117.949508,La Puente,California,60,0,0
T100,D100,normal,35.373292,-119.018712,Bakersfield,California,57,0,0
T58,D58,normal,34.136119,-117.865339,Glendora,California,29,0,0
T12,D12,normal,38.716687,-121.364422,Antelope,California,73,0,0
T42,D42,normal,38.440467,-122.714431,Santa Rosa,California,69,0,0
T69,D69,overspeed,34.500831,-117.185876,Apple Valley,California,91,1,0
T77,D77,normal,37.77493,-122.419416,San Francisco,California,0,0,1
T9,D9,normal,33.846404,-118.046731,La Palma,California,75,0,0
T14,D14,normal,37.441883,-122.143019,Palo Alto,California,68,0,0
T93,D93,normal,36.852455,-121.401602,Hollister,California,0,0,1
T57,D57,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1
T10,D10,normal,34.354166,-119.059271,Santa Paula,California,0,0,1
T37,D37,normal,37.441883,-122.143019,Palo Alto,California,17,0,0
T37,D37,normal,38.440467,-122.714431,Santa Rosa,California,70,0,0
T92,D92,normal,36.746842,-119.772587,Fresno,California,64,0,0
T82,D82,normal,38.716687,-121.364422,Antelope,California,24,0,0
T58,D58,normal,37.639097,-120.996878,Modesto,California,58,0,0
T94,D94,normal,32.61768,-116.187424,Jacumba,California,0,0,1
T78,D78,normal,37.639097,-120.996878,Modesto,California,75,0,0
T8,D8,normal,38.440467,-122.714431,Santa Rosa,California,21,0,0
T25,D25,normal,33.683947,-117.794694,Irvine,California,0,0,1
T88,D88,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1
T94,D94,normal,37.957702,-121.29078,Stockton,California,0,0,1
T29,D29,normal,34.106676,-117.806726,San Dimas,California,25,0,0
T52,D52,normal,38.805462,-123.017223,Cloverdale,California,75,0,0
T57,D57,normal,38.019366,-122.134132,Martinez,California,0,0,1
T1,D1,overspeed,38.693723,-119.779683,Markleeville,California,16,1,0
T51,D51,overspeed,33.846404,-118.046731,La Palma,California,53,1,0
T90,D90,normal,38.130197,-121.272447,Lodi,California,59,0,0
T21,D21,normal,32.811161,-115.380264,Holtville,California,50,0,0
T12,D12,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
T87,D87,normal,37.957702,-121.29078,Stockton,California,43,0,0
T55,D55,normal,34.019454,-118.491191,Santa Monica,California,37,0,0
T20,D20,overspeed,38.440467,-122.714431,Santa Rosa,California,89,1,0
T19,D19,normal,38.40765,-122.947713,Occidental,California,19,0,0
T38,D38,normal,38.440467,-122.714431,Santa Rosa,California,42,0,0
T80,D80,normal,34.500831,-117.185876,Apple Valley,California,15,0,0
T97,D97,overspeed,36.852455,-121.401602,Hollister,California,68,0,0
T35,D35,normal,39.409608,-123.355566,Willits,California,69,0,0
T6,D6,normal,37.957702,-121.29078,Stockton,California,46,0,0
T1,D1,normal,37.639097,-120.996878,Modesto,California,75,0,0
T72,D72,normal,38.161861,-121.611621,Isleton,California,44,0,0
T86,D86,normal,37.957702,-121.29078,Stockton,California,61,0,0
T28,D28,normal,37.005782,-121.568275,Gilroy,California,51,0,0
T89,D89,normal,37.968812,-121.668008,Knightsen,California,64,0,0
T5,D5,normal,38.130197,-121.272447,Lodi,California,19,0,0
T75,D75,normal,39.017396,-122.057748,Arbuckle,California,0,0,1
T49,D49,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
T57,D57,normal,38.440467,-122.714431,Santa Rosa,California,41,0,0
T71,D71,normal,32.811161,-115.380264,Holtville,California,0,0,1
T68,D68,overspeed,38.440467,-122.714431,Santa Rosa,California,63,1,0
T65,D65,normal,39.409608,-123.355566,Willits,California,40,0,0
T16,D16,normal,35.098865,-120.612393,Oceano,California,39,0,0
T27,D27,normal,38.440467,-122.714431,Santa Rosa,California,70,0,0
T80,D80,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1
T34,D34,normal,36.471865,-6.196595,San Fernando,California,0,0,1
T61,D61,normal,35.373292,-119.018712,Bakersfield,California,0,0,1
T76,D76,normal,33.743076,-117.109197,Homeland,California,57,0,0
T2,D2,normal,38.752124,-121.288006,Roseville,California,44,0,0
T74,D74,normal,35.098865,-120.612393,Oceano,California,46,0,0
T30,D30,normal,33.663357,-116.310009,La Quinta,California,44,0,0
T6,D6,normal,38.805462,-123.017223,Cloverdale,California,54,0,0
T37,D37,normal,37.941325,-122.484704,San Quentin,California,20,0,0
T88,D88,normal,33.663357,-116.310009,La Quinta,California,0,0,1
T2,D2,normal,36.471865,-6.196595,San Fernando,California,0,0,1
T71,D71,normal,36.471865,-6.196595,San Fernando,California,53,0,0
T70,D70,normal,32.715329,-117.157255,San Diego,California,42,0,0
T29,D29,normal,37.441883,-122.143019,Palo Alto,California,61,0,0
T80,D80,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
T44,D44,normal,33.683947,-117.794694,Irvine,California,0,0,1
T100,D100,normal,37.962146,-122.345526,San Pablo,California,25,0,0
T59,D59,normal,38.297538,-122.286865,Napa,California,17,0,0
T9,D9,normal,34.019454,-118.491191,Santa Monica,California,58,0,0
T20,D20,normal,37.968812,-121.668008,Knightsen,California,0,0,1
T19,D19,normal,39.230151,-121.136075,Rough and Ready,California,59,0,0
T43,D43,normal,38.716687,-121.364422,Antelope,California,0,0,1
T57,D57,overspeed,40.58654,-122.391675,Redding,California,74,1,0
T44,D44,normal,39.409608,-123.355566,Willits,California,17,0,0
T95,D95,normal,34.500831,-117.185876,Apple Valley,California,18,0,0
T45,D45,normal,33.846404,-118.046731,La Palma,California,0,0,1
T76,D76,normal,38.019366,-122.134132,Martinez,California,58,0,0
T33,D33,normal,34.500831,-117.185876,Apple Valley,California,0,0,1
T77,D77,normal,38.40765,-122.947713,Occidental,California,51,0,0
T21,D21,overspeed,39.017396,-122.057748,Arbuckle,California,88,1,0
T24,D24,normal,38.693723,-119.779683,Markleeville,California,31,0,0
T38,D38,overspeed,38.440467,-122.714431,Santa Rosa,California,23,1,0
T63,D63,normal,39.409608,-123.355566,Willits,California,0,0,1
T30,D30,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1
T26,D26,normal,38.161861,-121.611621,Isleton,California,0,0,1
T68,D68,normal,38.440467,-122.714431,Santa Rosa,California,16,0,0
T90,D90,normal,38.130197,-121.272447,Lodi,California,56,0,0
T27,D27,normal,36.977173,-121.899402,Aptos,California,39,0,0
T45,D45,normal,39.409608,-123.355566,Willits,California,67,0,0
